muestra,t,M 5A,DUT 30A,
2,543,1.336,89.861,
3,1066,2.499,93.264,
4,1589,3.453,142.409,
5,2113,1.521,142.296,
6,2636,1.035,224.391,
7,3158,0.945,94.563,
8,3682,1.579,88.922,
9,4205,1.634,95.254,
10,4730,1.688,86.622,
muestra,t,M 5A,DUT 30A,
2,527,2.424,81.082,
3,1051,3.427,84.487,
4,1573,1.267,142.297,
5,2097,5.218,148.186,
6,2621,1.981,204.610,
7,3143,0.422,133.155,
8,3665,3.379,89.682,
9,4189,3.375,93.042,
10,4712,1.636,85.276,
11,5234,3.802,90.608,
muestra,t,M 5A,DUT 30A,
2,528,0.597,84.974,
3,1051,3.017,89.539,
4,1573,3.634,138.731,
5,2097,1.033,141.777,
6,2620,1.336,139.516,
7,3144,0.000,207.384,
8,3666,1.636,134.092,
9,4190,1.887,89.818,
10,4713,0.422,88.782,
11,5237,0.943,84.904,
12,5759,1.742,93.847,
13,6283,4.485,92.246,
muestra,t,M 5A,DUT 30A,
2,531,0.732,85.876,
3,1054,1.399,89.675,
4,1577,6.585,142.320,
5,2101,1.887,144.242,
6,2625,3.375,144.530,
7,3148,0.422,203.176,
8,3671,0.844,140.187,
9,4195,3.017,90.715,
10,4718,0.422,83.304,
11,5244,0.422,87.285,
12,5768,1.266,88.198,
muestra,t,M 5A,DUT 30A,
2,526,3.773,85.430,
3,1050,1.792,91.455,
4,1572,0.732,139.700,
5,2094,0.422,136.561,
6,2618,1.790,143.373,
7,3142,1.267,212.102,
8,3664,0.597,138.244,
9,4186,4.798,89.215,
10,4712,0.596,92.475,
11,5235,1.035,89.754,
12,5758,0.422,86.177,
muestra,t,M 5A,DUT 30A,
2,526,1.266,85.580,
3,1050,1.739,95.690,
4,1574,3.401,140.575,
5,2097,1.841,144.136,
6,2619,3.917,141.414,
7,3143,0.844,211.439,
8,3670,5.370,128.800,
9,4192,3.379,88.420,
10,4715,2.195,85.727,
11,5239,0.000,86.474,
12,5761,1.035,86.473,
muestra,t,M 5A,DUT 30A,
2,526,3.802,86.695,
3,1048,3.406,90.679,
4,1572,0.000,137.160,
5,2097,3.797,141.098,
6,2619,0.000,145.489,
7,3142,0.422,202.194,
8,3665,3.013,131.386,
9,4190,1.266,90.987,
10,4712,1.267,88.565,
11,5236,1.334,88.452,
12,5760,0.943,86.326,
muestra,t,M 5A,DUT 30A,
2,527,2.983,92.489,
3,1049,0.845,94.325,
4,1573,1.399,145.700,
5,2097,0.731,142.138,
6,2624,1.033,150.418,
7,3147,3.075,207.060,
8,3669,3.559,128.989,
9,4192,1.266,86.103,
10,4717,1.266,87.761,
11,5240,3.379,83.024,
12,5763,0.422,91.619,
muestra,t,M 5A,DUT 30A,
2,527,1.266,83.726,
3,1049,0.945,87.873,
4,1572,2.275,141.323,
5,2095,1.634,145.612,
6,2620,0.000,147.319,
7,3143,3.872,208.898,
8,3666,2.349,137.324,
9,4190,0.597,89.107,
10,4713,1.461,88.958,
11,5236,4.926,84.557,
12,5759,0.597,82.570,
muestra,t,M 5A,DUT 30A,
2,527,3.797,80.367,
3,1053,4.974,89.854,
4,1577,4.302,139.499,
5,2100,3.483,142.116,
6,2623,1.267,141.528,
7,3145,1.118,200.070,
8,3669,3.504,148.424,
9,4192,1.936,87.543,
10,4714,1.792,88.891,
11,5238,0.731,85.092,
12,5763,0.422,84.979,
muestra,t,M 5A,DUT 30A,
2,525,0.945,87.470,
3,1047,0.945,89.682,
4,1571,0.597,139.935,
5,2095,3.326,142.523,
6,2617,0.597,148.375,
7,3140,1.267,219.075,
8,3663,3.100,119.992,
9,4187,0.000,86.695,
10,4710,3.890,84.677,
11,5232,0.597,82.441,
12,5760,1.266,86.770,
muestra,t,M 5A,DUT 30A,
2,527,1.577,88.665,
3,1051,1.336,92.433,
4,1574,0.844,140.825,
5,2097,2.026,142.995,
6,2621,1.739,139.706,
7,3145,1.266,192.481,
8,3668,0.422,148.937,
9,4191,1.399,85.730,
10,4715,0.422,87.470,
11,5238,1.334,87.359,
12,5760,0.000,88.746,
muestra,t,M 5A,DUT 30A,
2,525,4.779,86.324,
3,1049,0.597,91.444,
4,1571,2.195,145.136,
5,2095,1.334,141.166,
6,2619,0.945,143.869,
7,3141,1.035,214.137,
8,3665,3.129,127.374,
9,4189,0.844,87.028,
10,4714,0.945,88.165,
11,5237,1.035,81.462,
12,5760,1.334,81.986,
muestra,t,M 5A,DUT 30A,
2,527,2.601,82.298,
3,1049,2.112,86.547,
4,1572,1.118,143.085,
5,2095,0.597,139.843,
6,2619,0.422,142.387,
7,3141,3.825,212.132,
8,3663,2.957,127.158,
9,4188,0.596,86.068,
10,4711,1.336,89.215,
11,5234,2.195,89.539,
12,5757,3.605,87.395,
muestra,t,M 5A,DUT 30A,
2,524,0.422,85.689,
3,1048,3.241,91.619,
4,1571,4.816,142.658,
5,2093,0.945,138.453,
6,2617,1.739,137.975,
7,3138,0.422,215.684,
8,3663,0.597,131.093,
9,4185,1.581,92.607,
10,4708,4.007,91.911,
11,5231,0.597,92.038,
12,5754,1.035,85.989,
muestra,t,M 5A,DUT 30A,
2,525,1.463,84.481,
3,1048,1.033,90.917,
4,1572,2.987,140.182,
5,2094,1.336,143.040,
6,2616,2.154,144.136,
7,3140,2.151,203.044,
8,3663,1.636,137.452,
9,4187,1.334,84.184,
10,4709,0.000,83.871,
11,5233,4.219,88.488,
12,5756,1.792,84.974,
muestra,t,M 5A,DUT 30A,
2,526,0.000,84.601,
3,1049,0.422,88.561,
4,1573,1.889,141.754,
5,2097,0.945,141.346,
6,2621,2.192,140.802,
7,3145,0.422,207.816,
8,3668,1.267,135.380,
9,4192,0.597,88.089,
10,4714,0.945,92.780,
11,5240,2.858,83.236,
12,5763,1.636,83.794,
muestra,t,M 5A,DUT 30A,
2,526,3.406,89.646,
3,1048,3.432,90.039,
4,1572,1.579,142.071,
5,2097,3.427,145.260,
6,2619,4.944,146.150,
7,3143,1.033,211.499,
8,3667,3.071,122.502,
9,4190,0.597,90.608,
10,4713,1.267,83.871,
11,5236,2.272,82.802,
12,5760,3.797,82.025,
muestra,t,M 5A,DUT 30A,
2,529,3.013,86.177,
3,1052,3.075,90.218,
4,1574,1.336,140.594,
5,2098,1.579,145.458,
6,2622,0.943,144.663,
7,3145,1.336,199.378,
8,3668,0.597,136.537,
9,4190,1.742,82.597,
10,4715,0.844,88.669,
11,5238,1.581,81.185,
12,5761,2.460,84.790,
muestra,t,M 5A,DUT 30A,
2,527,0.597,83.265,
3,1049,3.917,86.991,
4,1573,2.798,140.939,
5,2097,0.943,140.415,
6,2620,2.112,142.342,
7,3143,0.945,197.663,
8,3665,3.848,150.567,
9,4190,1.579,86.807,
10,4712,0.845,88.637,
11,5236,1.116,84.563,
12,5762,1.579,79.968,
muestra,t,M 5A,DUT 30A,
2,525,3.406,96.812,
3,1049,3.401,91.968,
4,1572,0.422,146.084,
5,2094,0.845,147.288,
6,2618,1.334,173.299,
7,3141,4.287,217.899,
8,3664,3.825,224.649,
9,4186,0.422,95.206,
10,4710,0.000,99.240,
11,5233,3.802,90.289,
12,5756,0.422,90.395,
13,6278,0.000,86.621,
14,6802,5.167,93.454,
muestra,t,M 5A,DUT 30A,
2,527,0.731,82.453,
3,1049,0.945,95.409,
4,1571,0.732,136.137,
5,2095,3.453,142.678,
6,2619,1.336,143.735,
7,3144,3.895,155.230,
8,3666,0.945,228.617,
9,4190,0.731,206.269,
10,4713,1.035,91.876,
11,5236,2.112,95.912,
12,5759,0.422,88.016,
13,6284,2.566,85.393,
14,6806,3.458,81.540,
15,7329,3.161,82.597,
muestra,t,M 5A,DUT 30A,
2,525,2.957,86.843,
3,1048,3.825,90.750,
4,1570,1.581,143.935,
5,2094,0.943,146.096,
6,2617,4.410,145.158,
7,3141,3.797,151.034,
8,3664,3.802,219.060,
9,4187,0.000,215.595,
10,4712,0.844,94.205,
11,5234,3.406,92.190,
12,5758,4.219,86.696,
13,6281,0.000,85.839,
14,6806,0.422,86.806,
muestra,t,M 5A,DUT 30A,
2,527,1.399,82.375,
3,1049,3.379,91.385,
4,1572,3.379,141.437,
5,2095,2.953,144.308,
6,2620,2.668,144.730,
7,3143,1.792,151.333,
8,3665,3.584,227.561,
9,4189,1.334,224.263,
10,4712,0.845,97.408,
11,5236,0.731,90.670,
12,5758,0.845,87.249,
13,6282,3.375,87.871,
14,6806,1.401,87.653,
15,7329,3.504,85.991,
muestra,t,M 5A,DUT 30A,
2,527,0.943,85.991,
3,1050,5.208,86.026,
4,1572,3.825,135.309,
5,2096,0.000,143.730,
6,2622,2.112,147.637,
7,3144,1.267,155.809,
8,3667,1.401,224.477,
9,4190,0.844,223.934,
10,4715,1.887,94.782,
11,5237,4.872,93.126,
12,5761,1.790,84.601,
13,6286,0.844,86.770,
14,6808,3.825,84.747,
15,7330,0.597,86.732,
muestra,t,M 5A,DUT 30A,
2,525,2.275,85.389,
3,1049,1.521,90.209,
4,1572,0.597,141.369,
5,2095,2.195,145.180,
6,2617,0.597,145.379,
7,3141,0.000,151.225,
8,3664,0.945,218.046,
9,4187,1.035,215.602,
10,4709,1.889,91.561,
11,5233,3.890,90.811,
12,5759,0.000,88.165,
13,6281,1.792,90.750,
14,6803,0.597,88.999,
15,7328,3.401,86.400,
muestra,t,M 5A,DUT 30A,
2,526,3.844,86.028,
3,1050,0.000,93.351,
4,1573,4.007,142.252,
5,2095,1.118,149.668,
6,2619,2.566,145.590,
7,3142,0.945,157.470,
8,3665,3.017,220.128,
9,4187,0.597,216.464,
10,4711,3.702,92.281,
11,5234,1.636,93.022,
12,5756,3.825,88.637,
13,6280,1.033,83.111,
14,6805,1.579,83.993,
muestra,t,M 5A,DUT 30A,
2,526,1.033,87.138,
3,1049,4.245,90.502,
4,1572,2.314,138.847,
5,2097,5.259,139.009,
6,2620,2.531,141.007,
7,3143,1.581,137.358,
8,3667,0.844,197.898,
9,4190,0.597,220.303,
10,4713,0.844,168.880,
11,5237,3.848,92.538,
12,5760,0.844,90.316,
13,6282,0.000,88.492,
14,6807,0.422,87.907,
15,7329,0.597,90.502,
muestra,t,M 5A,DUT 30A,
2,527,3.504,84.487,
3,1049,5.156,92.225,
4,1572,4.589,140.297,
5,2095,3.479,143.462,
6,2618,3.104,144.403,
7,3142,3.427,149.606,
8,3664,0.732,222.710,
9,4188,0.000,212.104,
10,4711,0.000,96.646,
11,5237,5.436,88.886,
12,5760,4.052,89.825,
13,6284,2.023,85.991,
14,6807,1.742,81.422,
15,7330,1.887,83.381,
muestra,t,M 5A,DUT 30A,
2,526,1.266,86.622,
3,1051,1.334,87.651,
4,1573,1.035,143.869,
5,2097,5.370,143.037,
6,2622,3.375,143.975,
7,3144,3.217,154.484,
8,3667,2.352,216.627,
9,4189,1.523,226.911,
10,4714,0.597,90.564,
11,5236,3.509,93.264,
12,5758,0.845,88.165,
13,6282,0.422,88.524,
14,6807,0.844,87.065,
muestra,t,M 5A,DUT 30A,
2,526,1.033,84.639,
3,1048,1.523,84.861,
4,1575,0.943,131.897,
5,2098,1.267,145.666,
6,2620,1.035,149.539,
7,3143,0.597,146.720,
8,3667,0.422,215.015,
9,4190,0.422,219.441,
10,4713,1.636,109.925,
11,5236,2.983,88.343,
12,5760,2.987,87.433,
13,6282,3.634,84.671,
14,6804,0.845,85.276,
15,7328,0.000,88.016,
muestra,t,M 5A,DUT 30A,
2,527,1.634,85.916,
3,1050,1.581,91.315,
4,1572,1.841,142.049,
5,2096,3.530,147.253,
6,2620,4.002,148.099,
7,3143,1.523,150.908,
8,3666,0.845,215.885,
9,4189,4.160,206.672,
10,4716,4.974,93.248,
11,5238,0.000,90.715,
12,5766,5.252,88.416,
13,6290,0.844,87.101,
14,6814,1.266,79.122,
muestra,t,M 5A,DUT 30A,
2,526,0.844,88.597,
3,1049,0.844,93.145,
4,1574,0.597,135.964,
5,2096,1.035,145.798,
6,2620,3.530,142.992,
7,3145,0.000,149.477,
8,3667,0.000,226.457,
9,4190,1.267,218.811,
10,4713,0.943,92.316,
11,5238,0.844,82.763,
12,5760,1.336,87.690,
13,6283,1.336,86.324,
14,6806,2.635,87.101,
muestra,t,M 5A,DUT 30A,
2,526,1.334,87.651,
3,1053,0.844,86.991,
4,1576,1.401,137.592,
5,2098,0.597,143.757,
6,2622,3.726,145.656,
7,3145,0.422,149.174,
8,3668,0.845,223.473,
9,4190,0.597,217.500,
10,4714,0.000,94.680,
11,5237,0.422,89.789,
12,5760,1.035,85.125,
13,6283,0.000,82.375,
14,6808,5.452,83.304,
muestra,t,M 5A,DUT 30A,
2,524,0.845,83.985,
3,1047,0.422,90.962,
4,1570,3.820,139.499,
5,2094,0.000,143.130,
6,2617,1.193,144.220,
7,3140,2.987,155.520,
8,3664,1.334,221.806,
9,4187,0.000,220.347,
10,4709,0.422,97.539,
11,5235,1.579,83.073,
12,5759,0.597,86.584,
13,6281,0.845,89.718,
14,6803,0.945,87.653,
muestra,t,M 5A,DUT 30A,
2,526,1.401,88.528,
3,1048,1.267,91.666,
4,1572,2.566,138.670,
5,2097,0.597,145.854,
6,2619,3.483,145.666,
7,3141,0.945,147.963,
8,3665,0.597,221.271,
9,4189,0.422,230.046,
10,4711,3.379,94.665,
11,5233,0.422,92.746,
12,5757,2.983,89.639,
13,6280,3.825,87.727,
14,6804,3.797,88.524,
15,7326,2.195,81.776,
muestra,t,M 5A,DUT 30A,
2,525,4.816,81.816,
3,1052,1.685,88.953,
4,1576,4.798,138.244,
5,2098,1.841,144.514,
6,2621,2.672,146.479,
7,3144,4.679,147.775,
8,3668,0.597,219.734,
9,4191,4.030,220.565,
10,4714,3.935,99.851,
11,5238,1.399,86.548,
12,5761,1.401,88.927,
13,6283,0.945,84.823,
14,6807,0.943,87.028,
15,7332,0.422,84.866,
muestra,t,M 5A,DUT 30A,
2,526,3.479,86.511,
3,1049,1.267,94.291,
4,1571,1.742,143.063,
5,2095,0.597,146.817,
6,2620,0.943,140.597,
7,3142,1.118,155.437,
8,3665,3.406,211.602,
9,4189,1.399,205.569,
10,4714,1.267,93.847,
11,5236,3.802,88.963,
12,5760,0.000,87.212,
13,6283,3.427,87.943,
14,6808,0.731,85.505,
muestra,t,M 5A,DUT 30A,
2,524,1.035,85.502,
3,1047,0.845,88.710,
4,1570,2.635,139.085,
5,2093,1.267,141.255,
6,2617,2.023,148.013,
7,3139,0.945,147.048,
8,3663,2.861,221.893,
9,4187,3.917,223.961,
10,4710,0.943,94.646,
11,5232,0.845,87.065,
12,5757,1.461,86.474,
13,6279,0.845,83.602,
14,6802,1.401,88.274,
15,7325,1.579,86.363,
muestra,t,M 5A,DUT 30A,
2,530,2.272,85.430,
3,1053,2.109,91.863,
4,1576,0.945,143.712,
5,2099,1.193,143.685,
6,2623,3.379,144.670,
7,3146,3.375,151.880,
8,3669,1.690,215.885,
9,4192,0.000,220.313,
10,4717,1.521,99.594,
11,5239,0.000,88.710,
12,5762,1.195,84.974,
13,6285,1.334,84.145,
14,6808,1.118,88.673,
15,7332,3.935,85.916,
muestra,t,M 5A,DUT 30A,
2,525,4.030,87.727,
3,1048,3.375,113.657,
4,1572,3.479,142.431,
5,2095,1.792,152.748,
6,2618,0.422,146.216,
7,3140,2.987,184.519,
8,3667,3.797,229.236,
9,4190,5.393,225.334,
10,4712,2.957,182.400,
11,5236,5.452,105.043,
12,5759,3.825,93.984,
13,6283,0.943,90.245,
14,6805,0.422,90.324,
15,7329,4.792,98.592,
16,7852,0.000,89.574,
muestra,t,M 5A,DUT 30A,
2,525,0.597,92.642,
3,1048,0.422,97.119,
4,1573,0.000,139.935,
5,2095,0.422,147.767,
6,2618,0.422,149.904,
7,3141,1.033,148.143,
8,3666,1.688,184.995,
9,4189,3.778,219.734,
10,4711,3.379,221.074,
11,5235,3.185,185.756,
12,5759,4.490,93.332,
13,6282,1.266,93.385,
14,6808,0.422,90.280,
15,7333,2.668,89.173,
16,7855,2.535,88.927,
17,8378,3.272,91.279,
muestra,t,M 5A,DUT 30A,
2,525,0.732,89.359,
3,1047,3.217,92.642,
4,1571,0.422,144.973,
5,2095,0.945,143.175,
6,2617,0.000,151.163,
7,3140,2.987,149.453,
8,3663,0.422,189.614,
9,4188,0.422,226.678,
10,4711,3.895,230.115,
11,5235,0.844,184.319,
12,5759,0.422,92.212,
13,6282,3.802,95.946,
14,6805,1.266,86.844,
15,7329,0.731,85.692,
16,7852,0.597,86.361,
17,8376,0.422,91.863,
muestra,t,M 5A,DUT 30A,
2,526,0.000,89.568,
3,1049,2.957,90.253,
4,1572,1.742,141.164,
5,2094,0.422,149.131,
6,2618,2.496,150.609,
7,3141,0.845,149.925,
8,3664,0.732,171.566,
9,4187,2.987,207.091,
10,4711,2.983,226.947,
11,5235,0.422,198.335,
12,5758,3.379,92.468,
13,6281,0.844,93.762,
14,6804,0.000,88.274,
15,7328,0.597,85.692,
16,7850,0.000,83.371,
17,8374,3.890,89.639,
muestra,t,M 5A,DUT 30A,
2,526,0.422,85.954,
3,1051,0.000,90.138,
4,1573,1.792,135.948,
5,2098,0.597,147.332,
6,2622,0.844,146.008,
7,3145,0.845,148.201,
8,3669,0.422,186.771,
9,4192,1.035,222.883,
10,4716,0.844,223.088,
11,5240,0.000,176.994,
12,5763,3.379,94.902,
13,6286,0.000,93.557,
14,6809,0.422,90.395,
15,7333,2.151,89.889,
16,7855,0.597,88.528,
17,8379,1.334,88.089,
18,8902,0.597,86.063,
muestra,t,M 5A,DUT 30A,
2,524,1.267,86.324,
3,1048,4.176,88.307,
4,1571,0.422,140.685,
5,2095,0.422,143.261,
6,2618,0.732,145.467,
7,3141,1.933,154.328,
8,3669,3.629,188.563,
9,4191,3.802,222.118,
10,4714,2.570,222.926,
11,5239,3.890,174.736,
12,5762,0.597,93.385,
13,6285,3.848,92.399,
14,6808,3.890,83.342,
15,7333,3.797,87.907,
16,7855,0.732,87.433,
17,8379,1.266,89.245,
muestra,t,M 5A,DUT 30A,
2,527,1.579,84.069,
3,1049,3.189,89.107,
4,1573,1.461,146.052,
5,2098,4.047,151.013,
6,2620,3.917,141.027,
7,3144,1.634,146.992,
8,3668,4.660,182.379,
9,4191,3.731,222.060,
10,4714,0.422,217.795,
11,5236,1.195,176.730,
12,5760,3.605,91.724,
13,6287,0.000,92.628,
14,6809,4.908,91.174,
15,7333,0.597,91.128,
16,7858,0.844,90.493,
17,8380,1.981,87.800,
muestra,t,M 5A,DUT 30A,
2,526,3.427,88.380,
3,1050,2.151,93.899,
4,1573,1.401,141.118,
5,2095,1.035,150.737,
6,2619,2.983,152.280,
7,3143,0.597,147.492,
8,3666,1.401,180.666,
9,4189,2.604,219.456,
10,4712,0.000,231.507,
11,5235,4.002,179.564,
12,5760,0.597,99.659,
13,6282,0.422,94.970,
14,6805,4.370,90.004,
15,7329,1.334,80.407,
16,7853,2.460,88.053,
17,8378,0.845,87.507,
muestra,t,M 5A,DUT 30A,
2,524,0.597,91.139,
3,1048,1.116,86.065,
4,1572,0.731,143.886,
5,2095,0.422,150.801,
6,2617,0.000,141.913,
7,3140,3.802,152.538,
8,3663,0.000,184.891,
9,4187,2.275,224.820,
10,4709,0.597,224.834,
11,5232,0.422,184.013,
12,5755,0.844,92.107,
13,6279,0.845,97.077,
14,6802,1.579,92.800,
15,7324,0.945,90.004,
16,7849,3.605,86.177,
17,8371,0.000,92.433,
muestra,t,M 5A,DUT 30A,
2,527,3.820,84.298,
3,1049,3.046,94.155,
4,1574,0.000,145.864,
5,2098,0.597,149.284,
6,2621,2.957,145.003,
7,3144,5.122,149.968,
8,3666,0.422,173.205,
9,4190,2.192,219.979,
10,4713,0.945,217.160,
11,5236,2.987,207.880,
12,5759,0.422,94.443,
13,6283,0.000,95.287,
14,6807,1.739,83.265,
15,7329,3.802,90.324,
16,7851,0.000,90.146,
17,8377,3.816,82.774,
muestra,t,M 5A,DUT 30A,
2,527,3.427,90.670,
3,1049,0.597,90.360,
4,1572,0.597,145.798,
5,2095,0.000,141.166,
6,2620,1.790,145.546,
7,3142,3.432,146.062,
8,3665,1.523,190.514,
9,4191,3.629,215.580,
10,4714,0.845,221.582,
11,5237,0.422,192.993,
12,5759,3.406,96.280,
13,6283,3.427,92.385,
14,6806,0.845,91.981,
15,7328,1.336,87.360,
16,7852,0.422,85.618,
17,8377,0.422,84.639,
muestra,t,M 5A,DUT 30A,
2,527,0.422,85.393,
3,1049,1.742,88.201,
4,1571,0.422,145.577,
5,2095,0.597,144.818,
6,2620,3.071,144.508,
7,3142,0.422,149.281,
8,3666,0.597,176.196,
9,4190,0.422,216.203,
10,4713,0.732,220.142,
11,5236,3.872,189.703,
12,5758,0.000,90.856,
13,6284,5.501,90.599,
14,6809,0.422,91.304,
15,7331,0.597,88.092,
16,7855,0.731,90.635,
17,8380,1.739,88.416,
muestra,t,M 5A,DUT 30A,
2,526,2.349,86.622,
3,1049,1.401,91.525,
4,1571,0.945,139.815,
5,2095,0.422,148.337,
6,2619,5.098,143.462,
7,3142,3.825,151.757,
8,3666,1.887,183.168,
9,4189,0.000,227.913,
10,4712,0.597,227.468,
11,5237,3.013,184.075,
12,5760,0.732,99.172,
13,6283,0.597,98.722,
14,6808,0.943,91.128,
15,7331,0.422,92.107,
16,7853,0.732,88.274,
17,8379,0.597,91.619,
muestra,t,M 5A,DUT 30A,
2,526,0.597,92.558,
3,1049,1.887,86.844,
4,1573,4.096,143.063,
5,2095,3.509,148.396,
6,2619,0.422,148.445,
7,3143,0.731,149.005,
8,3666,0.422,177.075,
9,4189,3.509,220.230,
10,4712,0.732,222.060,
11,5235,0.844,199.366,
12,5760,1.688,95.991,
13,6282,1.742,93.401,
14,6806,0.597,88.307,
15,7331,0.597,84.601,
16,7853,0.945,87.139,
17,8375,0.597,86.843,
muestra,t,M 5A,DUT 30A,
2,526,3.401,85.167,
3,1049,2.069,96.547,
4,1569,0.000,139.493,
5,2093,0.943,148.941,
6,2617,3.401,143.552,
7,3140,1.581,149.561,
8,3664,3.844,181.746,
9,4187,0.597,223.387,
10,4712,1.634,217.518,
11,5234,1.195,189.025,
12,5757,0.945,92.364,
13,6280,0.000,101.475,
14,6805,0.422,91.724,
15,7327,1.401,89.107,
16,7849,1.463,90.039,
muestra,t,M 5A,DUT 30A,
2,526,1.334,83.649,
3,1049,2.112,89.395,
4,1576,3.104,138.267,
5,2100,2.424,147.753,
6,2623,3.483,146.150,
7,3147,1.634,145.722,
8,3670,0.000,185.560,
9,4193,3.890,219.425,
10,4719,1.981,233.414,
11,5243,3.401,166.145,
12,5765,4.471,96.845,
13,6291,2.949,100.013,
14,6814,0.597,85.539,
15,7336,2.672,85.802,
16,7860,0.943,86.844,
17,8384,3.427,88.125,
muestra,t,M 5A,DUT 30A,
2,527,0.596,84.871,
3,1050,1.336,93.745,
4,1574,4.155,141.166,
5,2097,4.096,149.582,
6,2620,0.000,145.326,
7,3145,0.000,145.612,
8,3667,3.634,181.977,
9,4190,3.985,213.446,
10,4714,0.844,210.999,
11,5237,3.895,185.837,
12,5760,0.000,92.468,
13,6283,0.731,93.145,
14,6810,2.861,82.725,
15,7333,1.523,86.991,
16,7856,3.629,89.639,
17,8380,0.000,84.904,
muestra,t,M 5A,DUT 30A,
2,525,0.597,85.238,
3,1047,0.732,93.916,
4,1572,0.000,135.940,
5,2095,3.046,146.830,
6,2617,3.895,149.109,
7,3141,1.033,149.906,
8,3664,0.597,181.659,
9,4187,3.017,225.120,
10,4709,2.112,231.798,
11,5233,0.731,184.458,
12,5757,1.267,93.022,
13,6280,2.566,94.545,
14,6803,1.336,94.597,
15,7326,3.820,96.689,
16,7850,1.401,93.126,
17,8373,3.820,82.103,
muestra,t,M 5A,DUT 30A,
2,525,3.017,81.422,
3,1048,3.013,95.589,
4,1571,1.792,137.639,
5,2094,0.422,141.686,
6,2616,1.841,138.291,
7,3140,1.334,143.060,
8,3663,2.352,156.405,
9,4185,3.406,226.769,
10,4708,3.534,225.320,
11,5232,0.597,228.914,
12,5755,2.154,95.476,
13,6277,1.267,86.954,
14,6800,0.422,93.745,
15,7323,1.521,84.525,
16,7846,0.597,85.276,
17,8369,2.235,89.718,
muestra,t,M 5A,DUT 30A,
2,526,6.157,90.387,
3,1051,3.241,93.454,
4,1573,0.422,137.171,
5,2098,0.000,142.410,
6,2621,3.980,140.939,
7,3145,2.535,139.516,
8,3667,1.035,143.869,
9,4190,1.463,224.977,
10,4714,3.797,217.798,
11,5237,0.422,224.991,
