muestra,t,M 5A,DUT 30A,
9,4205,3.161,126.576,
10,4731,0.000,126.946,
11,5260,0.597,122.214,
12,5785,2.987,121.580,
13,6309,2.535,123.649,
14,6835,3.129,125.423,
15,7360,1.195,127.158,
16,7885,0.422,126.246,
17,8411,2.232,123.440,
18,8936,0.945,124.736,
19,9462,0.000,123.855,
20,9988,3.479,127.072,
21,10513,3.634,124.142,
22,11039,3.453,126.870,
23,11565,0.422,148.768,
24,12091,3.406,190.868,
25,12616,0.945,199.378,
26,13140,0.422,204.374,
27,13667,3.504,199.301,
28,14192,3.917,157.958,
29,14716,1.336,90.821,
30,15242,0.000,86.844,
31,15770,1.267,86.436,
32,16294,1.523,86.584,
33,16820,4.323,89.889,
muestra,t,M 5A,DUT 30A,
2,529,0.845,87.360,
3,1055,0.731,88.307,
4,1581,0.731,114.583,
5,2106,0.597,125.914,
6,2631,1.118,127.738,
7,3157,1.266,126.643,
8,3682,0.422,127.838,
9,4207,0.732,129.709,
10,4732,3.013,129.222,
11,5259,0.422,126.971,
12,5784,1.267,128.939,
13,6310,0.422,130.652,
14,6835,3.406,128.790,
15,7360,0.732,131.627,
16,7884,1.401,128.840,
17,8411,2.311,130.554,
18,8935,0.000,129.783,
19,9462,1.523,127.964,
20,9989,0.943,126.693,
21,10513,3.755,128.290,
22,11039,1.266,129.495,
23,11565,1.266,157.452,
24,12091,2.112,189.940,
25,12615,0.845,199.700,
26,13141,4.261,203.281,
27,13667,1.889,195.638,
28,14191,0.422,148.288,
29,14717,1.688,95.589,
30,15242,0.422,91.806,
31,15767,1.792,89.682,
32,16292,3.401,91.619,
33,16817,0.000,84.062,
34,17343,3.013,88.198,
muestra,t,M 5A,DUT 30A,
2,529,0.000,86.175,
3,1055,3.241,92.489,
4,1580,4.224,122.711,
5,2114,2.535,121.474,
6,2641,1.839,123.803,
7,3165,3.017,125.965,
8,3690,1.792,126.601,
9,4216,3.844,126.263,
10,4742,3.100,125.244,
11,5267,1.118,123.727,
12,5792,1.033,127.600,
13,6319,4.261,126.870,
14,6844,2.987,126.373,
15,7369,0.422,126.110,
16,7895,0.845,127.662,
17,8419,0.000,125.506,
18,8945,0.731,125.652,
19,9470,2.957,126.576,
20,9995,1.742,126.424,
21,10519,3.406,129.238,
22,11046,0.844,126.744,
23,11570,1.267,150.609,
24,12095,5.377,196.947,
25,12622,0.000,200.008,
26,13149,1.401,197.468,
27,13674,4.685,194.980,
28,14200,2.023,163.619,
29,14726,0.000,93.488,
30,15251,0.597,90.750,
31,15776,1.266,91.128,
32,16303,0.597,87.505,
33,16827,0.422,86.806,
34,17353,3.844,87.212,
muestra,t,M 5A,DUT 30A,
2,530,4.096,80.470,
3,1054,0.000,93.607,
4,1580,0.422,123.414,
5,2105,0.732,122.028,
6,2630,3.509,126.677,
7,3154,0.000,126.601,
8,3681,3.427,125.983,
9,4205,1.267,123.805,
10,4731,1.887,127.826,
11,5258,0.943,129.148,
12,5786,3.504,125.116,
13,6311,0.422,129.734,
14,6837,0.943,129.346,
15,7362,1.336,125.761,
16,7887,0.422,126.804,
17,8412,1.033,124.474,
18,8938,3.895,125.863,
19,9463,0.000,126.144,
20,9988,0.844,126.263,
21,10515,3.479,126.719,
22,11040,3.848,127.411,
23,11566,4.090,162.795,
24,12091,0.945,193.757,
25,12617,1.116,204.882,
26,13143,0.422,200.679,
27,13669,3.848,204.484,
28,14193,2.535,135.995,
29,14719,0.000,92.593,
30,15244,1.841,92.538,
31,15770,1.266,90.705,
32,16297,2.570,89.503,
33,16823,1.336,88.238,
muestra,t,M 5A,DUT 30A,
2,530,0.845,84.215,
3,1055,3.848,93.573,
4,1580,1.887,121.952,
5,2107,1.579,130.062,
6,2632,3.458,128.190,
7,3156,3.534,125.070,
8,3683,1.033,127.324,
9,4207,0.422,126.728,
10,4733,1.521,129.495,
11,5260,3.375,128.177,
12,5785,1.336,128.064,
13,6309,3.895,128.039,
14,6835,3.479,128.202,
15,7361,4.370,125.761,
16,7885,0.422,127.234,
17,8411,3.100,127.926,
18,8936,0.597,127.209,
19,9461,2.570,125.557,
20,9989,3.401,127.047,
21,10516,2.311,128.576,
22,11041,0.945,127.108,
23,11567,0.000,165.643,
24,12092,0.000,194.568,
25,12617,5.426,200.999,
26,13143,4.754,199.108,
27,13669,0.422,208.882,
28,14193,1.267,107.592,
29,14719,0.597,94.578,
30,15245,0.597,90.856,
31,15770,1.790,92.212,
32,16296,3.504,87.175,
33,16823,2.531,86.733,
muestra,t,M 5A,DUT 30A,
2,530,0.422,83.802,
3,1056,3.555,90.987,
4,1581,0.000,122.291,
5,2106,0.845,120.864,
6,2631,0.000,123.544,
7,3157,3.406,123.363,
8,3684,2.604,124.478,
9,4209,2.566,124.061,
10,4736,3.349,122.685,
11,5262,0.844,124.474,
12,5788,0.000,122.476,
13,6313,0.945,121.103,
14,6839,0.597,123.803,
15,7365,3.013,121.399,
16,7890,0.732,122.054,
17,8416,0.943,123.777,
18,8942,0.422,126.339,
19,9467,0.000,127.537,
20,9993,3.702,130.995,
21,10518,1.523,126.931,
22,11045,0.597,125.576,
23,11569,1.035,152.874,
24,12094,0.422,201.382,
25,12621,4.792,199.975,
26,13146,0.845,201.270,
27,13670,3.483,202.622,
28,14200,3.844,150.800,
29,14724,3.802,95.004,
30,15250,3.071,90.882,
31,15776,0.844,89.030,
32,16302,0.000,84.412,
33,16827,1.035,87.690,
34,17352,0.844,87.248,
muestra,t,M 5A,DUT 30A,
2,530,3.980,86.585,
3,1056,2.953,93.110,
4,1581,3.406,124.168,
5,2106,4.117,125.044,
6,2631,0.000,123.102,
7,3158,0.597,126.059,
8,3683,1.035,128.014,
9,4208,3.479,125.141,
10,4734,2.352,122.527,
11,5259,2.802,122.501,
12,5783,0.945,124.219,
13,6310,1.790,125.907,
14,6834,0.845,127.436,
15,7361,0.422,124.838,
16,7888,2.272,123.336,
17,8413,3.825,115.427,
18,8937,0.945,120.145,
19,9464,3.401,128.750,
20,9988,3.483,128.615,
21,10513,0.000,123.805,
22,11038,0.844,125.678,
23,11565,1.521,135.302,
24,12090,1.336,200.134,
25,12616,0.000,196.631,
26,13141,3.483,196.653,
27,13666,0.422,195.654,
28,14191,3.375,159.595,
29,14718,3.479,92.593,
30,15242,2.026,90.537,
31,15768,0.844,90.422,
32,16293,3.458,86.991,
33,16819,3.797,86.844,
34,17343,3.406,86.473,
muestra,t,M 5A,DUT 30A,
2,531,0.943,87.505,
3,1055,1.936,88.963,
4,1582,0.731,119.778,
5,2106,0.422,121.975,
6,2631,0.000,125.965,
7,3156,0.422,124.680,
8,3682,3.825,124.710,
9,4206,1.035,126.905,
10,4732,1.266,129.841,
11,5257,1.523,127.285,
12,5782,0.945,127.234,
13,6306,2.957,129.437,
14,6833,3.100,126.212,
15,7357,4.160,127.158,
16,7883,0.000,129.841,
17,8410,0.597,128.601,
18,8934,1.035,128.989,
19,9460,0.422,128.924,
20,9987,3.912,133.202,
21,10511,0.597,130.376,
22,11038,1.267,129.858,
23,11564,3.427,158.446,
24,12090,3.432,198.458,
25,12615,3.406,205.846,
26,13141,1.579,203.202,
27,13666,0.422,199.217,
28,14192,0.844,147.362,
29,14718,2.601,92.107,
30,15243,2.957,91.103,
31,15769,2.668,89.281,
32,16296,1.032,84.001,
33,16823,1.399,87.505,
muestra,t,M 5A,DUT 30A,
2,529,1.336,86.175,
3,1053,0.422,91.139,
4,1583,0.845,123.545,
5,2108,2.535,128.315,
6,2632,2.604,120.171,
7,3159,3.890,127.951,
8,3683,2.275,127.234,
9,4209,0.422,129.766,
10,4738,0.000,127.475,
11,5263,3.534,126.449,
12,5787,1.792,124.038,
13,6314,3.375,125.754,
14,6838,3.483,125.378,
15,7364,2.311,125.090,
16,7890,0.000,124.911,
17,8415,2.987,125.914,
18,8940,3.872,125.991,
19,9466,3.890,127.776,
20,9991,0.422,129.561,
21,10517,3.797,127.299,
22,11043,0.422,131.215,
23,11568,0.422,156.200,
24,12093,0.422,190.531,
25,12618,0.845,201.924,
26,13143,3.609,199.700,
27,13668,4.096,198.345,
28,14193,1.035,161.915,
29,14718,0.422,92.420,
30,15246,1.936,91.209,
31,15771,0.845,89.467,
32,16296,1.688,85.318,
33,16823,3.820,85.916,
34,17347,0.945,87.470,
muestra,t,M 5A,DUT 30A,
2,529,3.483,83.641,
3,1055,0.597,94.883,
4,1580,0.845,121.765,
5,2105,0.422,125.044,
6,2630,0.422,125.346,
7,3156,1.981,123.441,
8,3680,4.007,125.736,
9,4205,0.000,121.448,
10,4731,0.731,126.617,
11,5257,2.767,126.060,
12,5782,0.845,124.323,
13,6308,1.579,122.083,
14,6833,4.890,128.939,
15,7358,0.945,130.573,
16,7883,0.597,126.719,
17,8411,5.087,126.474,
18,8936,0.000,129.511,
19,9461,0.597,125.958,
20,9988,3.295,129.470,
21,10513,0.597,126.981,
22,11039,0.844,128.800,
23,11564,0.000,169.361,
24,12089,3.406,195.819,
25,12615,2.460,192.681,
26,13140,2.154,200.343,
27,13665,3.872,201.876,
28,14190,0.732,130.966,
29,14717,3.453,91.724,
30,15242,0.844,90.067,
31,15767,3.917,88.963,
32,16293,3.427,83.917,
33,16819,0.422,84.563,
muestra,t,M 5A,DUT 30A,
2,530,0.597,93.899,
3,1054,0.422,116.176,
4,1582,0.597,140.982,
5,2108,0.844,137.440,
6,2633,0.945,153.984,
7,3160,1.193,141.958,
8,3684,1.267,132.381,
9,4209,0.845,132.793,
10,4734,2.496,132.889,
11,5261,0.000,133.682,
12,5786,2.834,131.773,
13,6312,0.597,137.882,
14,6837,3.189,132.478,
15,7362,1.195,127.889,
16,7887,0.000,135.681,
17,8414,3.071,130.235,
18,8939,1.195,129.734,
19,9465,0.943,125.780,
20,9990,0.422,137.639,
21,10515,1.035,131.480,
22,11039,0.845,108.069,
23,11566,4.956,172.391,
24,12093,0.945,196.914,
25,12618,0.597,92.538,
26,13144,1.739,89.568,
27,13670,0.000,87.138,
28,14194,3.634,86.212,
29,14721,3.797,83.840,
muestra,t,M 5A,DUT 30A,
2,528,0.597,85.314,
3,1054,0.597,89.889,
4,1579,0.422,127.939,
5,2104,1.889,130.991,
6,2630,0.422,137.952,
7,3155,3.483,132.138,
8,3680,3.458,132.065,
9,4204,0.845,130.179,
10,4731,0.422,128.651,
11,5255,0.945,129.188,
12,5781,1.933,133.154,
13,6308,0.943,127.626,
14,6833,2.957,130.302,
15,7357,1.336,130.892,
16,7886,3.912,129.939,
17,8411,1.035,127.889,
18,8935,3.802,132.793,
19,9461,0.422,129.495,
20,9986,2.834,134.260,
21,10511,0.000,196.800,
22,11036,3.797,154.391,
23,11563,0.731,86.028,
24,12087,0.945,90.039,
25,12613,1.193,87.175,
26,13138,1.742,85.839,
muestra,t,M 5A,DUT 30A,
2,531,0.421,87.977,
3,1056,0.422,91.561,
4,1581,0.000,124.400,
5,2105,4.510,133.324,
6,2632,1.839,133.730,
7,3156,0.422,130.671,
8,3681,3.872,130.794,
9,4206,0.943,135.255,
10,4733,3.401,131.435,
11,5261,0.422,132.889,
12,5788,0.000,135.444,
13,6312,1.118,132.187,
14,6837,3.872,129.362,
15,7363,3.530,131.800,
16,7888,1.035,134.762,
17,8412,4.245,133.083,
18,8938,0.597,135.160,
19,9464,5.475,137.452,
20,9988,3.483,132.259,
21,10514,3.479,202.364,
22,11040,2.535,160.960,
23,11564,1.463,88.673,
24,12088,0.000,89.035,
25,12615,0.000,85.954,
26,13139,0.597,88.056,
muestra,t,M 5A,DUT 30A,
2,529,2.570,85.914,
3,1055,4.090,92.766,
4,1580,0.845,130.696,
5,2104,1.523,129.684,
6,2632,1.033,134.756,
7,3158,4.052,132.793,
8,3683,0.597,134.092,
9,4207,1.336,134.928,
10,4734,0.000,135.184,
11,5258,0.845,132.041,
12,5783,0.732,131.797,
13,6310,0.844,134.542,
14,6834,2.770,133.083,
15,7360,1.521,133.898,
16,7886,0.597,134.423,
17,8411,1.336,128.840,
18,8936,0.597,136.467,
19,9462,2.151,136.293,
20,9988,1.889,133.468,
21,10512,0.597,197.159,
22,11038,3.427,169.354,
23,11564,3.483,91.068,
24,12088,3.458,88.963,
25,12613,3.104,88.963,
26,13140,1.035,88.710,
27,13666,3.375,83.802,
muestra,t,M 5A,DUT 30A,
2,530,0.597,84.184,
3,1055,2.987,91.385,
4,1580,0.845,131.284,
5,2105,3.530,131.556,
6,2631,0.945,133.564,
7,3155,1.936,130.450,
8,3680,0.000,133.733,
9,4207,0.731,132.817,
10,4731,1.792,135.214,
11,5256,2.154,131.040,
12,5783,0.000,135.751,
13,6307,3.802,132.817,
14,6833,1.739,132.648,
15,7359,0.597,133.778,
16,7884,2.352,131.602,
17,8410,1.266,131.313,
18,8936,0.844,130.726,
19,9461,5.508,130.721,
20,9988,3.559,133.757,
21,10514,0.844,196.289,
22,11041,3.013,156.554,
23,11567,1.887,86.363,
24,12093,0.943,87.175,
25,12618,1.742,88.128,
26,13143,0.597,88.999,
muestra,t,M 5A,DUT 30A,
2,529,0.422,86.212,
3,1055,0.000,91.689,
4,1581,0.000,125.116,
5,2106,3.379,124.400,
6,2631,1.118,133.010,
7,3156,3.401,127.173,
8,3683,3.427,129.519,
9,4208,4.798,129.163,
10,4733,0.422,127.450,
11,5259,2.672,130.671,
12,5784,0.945,131.480,
13,6308,3.406,127.864,
14,6835,3.530,130.431,
15,7363,0.000,133.322,
16,7888,1.035,129.561,
17,8415,3.427,128.875,
18,8939,1.401,126.246,
19,9464,1.118,127.838,
20,9991,2.424,125.780,
21,10515,0.422,194.039,
22,11041,4.992,172.187,
23,11567,0.597,90.387,
24,12092,0.597,89.539,
25,12618,2.151,85.916,
26,13144,3.820,85.505,
27,13669,3.895,84.671,
muestra,t,M 5A,DUT 30A,
2,529,0.945,84.329,
3,1055,0.844,90.952,
4,1580,0.000,130.154,
5,2105,0.000,131.919,
6,2630,0.731,132.624,
7,3157,0.000,131.581,
8,3682,3.509,130.006,
9,4210,0.422,132.503,
10,4735,0.422,134.571,
11,5261,0.597,133.490,
12,5786,3.104,135.901,
13,6312,3.013,132.937,
14,6838,2.601,132.624,
15,7364,0.422,134.304,
16,7891,1.933,133.082,
17,8415,0.845,132.332,
18,8941,0.943,133.394,
19,9468,2.151,130.922,
20,9993,0.845,133.300,
21,10517,0.000,199.588,
22,11043,0.844,164.945,
23,11568,0.422,91.315,
24,12093,1.581,89.215,
25,12619,3.629,84.866,
26,13144,3.509,85.727,
27,13670,0.422,87.505,
muestra,t,M 5A,DUT 30A,
2,534,0.422,85.430,
3,1058,0.597,86.436,
4,1584,0.000,129.396,
5,2111,0.000,133.586,
6,2635,3.379,133.709,
7,3161,3.427,130.995,
8,3687,1.266,130.603,
9,4212,0.845,131.382,
10,4738,3.268,133.442,
11,5265,0.421,131.972,
12,5792,1.033,132.793,
13,6317,2.154,132.914,
14,6842,0.943,134.328,
15,7369,1.887,135.799,
16,7894,1.690,131.333,
17,8420,1.266,134.733,
18,8945,4.160,134.738,
19,9471,0.943,133.658,
20,9997,3.375,131.581,
21,10522,0.000,204.013,
22,11047,1.336,173.057,
23,11575,3.867,88.705,
24,12101,0.845,86.473,
25,12626,0.943,87.725,
26,13152,0.422,84.601,
27,13677,4.030,85.502,
muestra,t,M 5A,DUT 30A,
2,528,1.336,84.671,
3,1055,3.530,85.916,
4,1579,2.112,127.385,
5,2105,0.731,126.237,
6,2632,1.193,132.841,
7,3156,2.154,132.016,
8,3682,0.731,132.454,
9,4209,0.844,133.202,
10,4733,1.636,133.997,
11,5258,0.732,127.813,
12,5783,1.979,129.272,
13,6310,0.844,129.865,
14,6835,2.535,130.154,
15,7360,3.375,136.387,
16,7886,0.000,133.877,
17,8413,0.422,132.259,
18,8938,3.427,133.370,
19,9464,0.845,135.995,
20,9988,1.035,130.499,
21,10513,3.917,184.101,
22,11038,0.422,176.948,
23,11563,2.957,90.395,
24,12088,2.566,86.511,
25,12615,4.505,85.505,
26,13139,0.422,85.502,
27,13664,1.742,85.577,
muestra,t,M 5A,DUT 30A,
2,531,0.844,84.866,
3,1057,4.240,88.343,
4,1581,1.035,121.527,
5,2107,2.460,126.364,
6,2632,1.035,130.253,
7,3158,0.844,127.801,
8,3682,3.609,128.390,
9,4209,0.422,130.652,
10,4734,0.845,129.610,
11,5260,1.195,130.006,
12,5786,0.422,134.352,
13,6312,1.267,130.425,
14,6836,1.267,129.833,
15,7362,0.844,133.682,
16,7888,1.690,129.684,
17,8412,0.000,125.863,
18,8938,0.000,134.590,
19,9463,0.945,129.288,
20,9989,3.773,130.210,
21,10515,2.531,190.642,
22,11041,4.569,178.070,
23,11565,1.523,95.038,
24,12089,0.422,91.420,
25,12616,2.566,87.212,
26,13141,3.483,85.989,
27,13665,1.035,84.176,
muestra,t,M 5A,DUT 30A,
2,529,0.422,84.633,
3,1055,0.000,87.395,
4,1582,0.945,123.467,
5,2108,3.213,126.187,
6,2634,0.422,129.173,
7,3159,1.981,131.895,
8,3684,3.458,131.480,
9,4208,0.945,129.312,
10,4735,0.943,130.995,
11,5260,0.945,130.745,
12,5784,0.597,131.553,
13,6310,1.116,127.425,
14,6835,0.000,130.524,
15,7360,3.825,130.794,
16,7886,0.844,131.556,
17,8411,0.945,128.240,
18,8937,1.887,134.661,
19,9463,1.688,132.768,
20,9988,0.422,147.680,
21,10513,1.336,198.701,
22,11039,1.739,139.269,
23,11564,5.087,88.927,
24,12090,2.531,87.028,
25,12618,2.953,85.767,
26,13145,1.579,85.092,
muestra,t,M 5A,DUT 30A,
2,530,4.052,88.927,
3,1054,2.570,88.565,
4,1580,0.422,125.983,
5,2106,0.597,130.598,
6,2630,0.597,136.278,
7,3157,0.421,131.657,
8,3683,0.422,133.757,
9,4207,1.035,134.547,
10,4734,0.421,132.913,
11,5261,3.042,133.490,
12,5786,1.267,132.308,
13,6311,1.461,127.901,
14,6837,3.534,129.163,
15,7362,1.336,132.138,
16,7886,0.422,135.948,
17,8417,2.109,133.298,
18,8942,0.422,136.019,
19,9466,0.000,135.522,
20,9994,3.483,132.938,
21,10519,1.742,192.243,
22,11044,1.690,180.471,
23,11570,0.422,92.524,
24,12096,2.531,91.269,
25,12620,0.597,85.087,
26,13147,3.427,86.991,
27,13672,1.336,84.215,
muestra,t,M 5A,DUT 30A,
2,530,0.597,89.861,
3,1056,4.025,89.925,
4,1582,2.635,129.321,
5,2107,0.422,132.284,
6,2632,0.000,133.973,
7,3157,3.268,132.551,
8,3684,3.530,131.824,
9,4209,3.272,133.733,
10,4734,0.000,135.207,
11,5261,2.566,133.394,
12,5786,0.422,135.451,
13,6310,1.267,129.858,
14,6838,2.987,128.590,
15,7363,0.945,133.613,
16,7887,0.000,134.952,
17,8414,1.033,124.988,
18,8938,0.945,132.162,
19,9464,2.953,134.328,
20,9991,0.943,135.987,
21,10516,3.963,191.087,
22,11040,3.609,158.121,
23,11566,3.427,88.524,
24,12092,3.731,88.891,
25,12616,0.945,86.917,
26,13142,3.844,87.285,
muestra,t,M 5A,DUT 30A,
2,532,2.601,85.205,
3,1057,3.504,94.545,
4,1582,0.422,127.838,
5,2107,1.033,129.692,
6,2634,3.773,134.209,
7,3159,3.406,129.138,
8,3687,0.844,128.302,
9,4212,3.848,132.647,
10,4738,3.427,126.541,
11,5264,3.375,130.062,
12,5789,1.742,134.404,
13,6315,2.460,131.848,
14,6841,1.266,128.077,
15,7367,1.523,133.203,
16,7891,1.336,127.838,
17,8417,1.266,129.742,
18,8942,0.000,134.260,
19,9467,2.604,131.382,
20,9991,3.406,132.889,
21,10518,0.597,195.274,
22,11043,4.287,178.250,
23,11567,0.845,90.821,
24,12095,1.788,91.293,
25,12620,3.432,90.573,
26,13144,0.732,89.287,
27,13670,1.634,84.412,
muestra,t,M 5A,DUT 30A,
2,533,0.422,86.807,
3,1058,3.075,89.754,
4,1582,4.030,130.425,
5,2108,3.935,128.601,
6,2634,3.104,130.080,
7,3158,5.104,132.016,
8,3682,0.945,131.260,
9,4209,2.601,134.423,
10,4734,3.985,132.575,
11,5258,1.742,133.516,
12,5784,2.531,131.313,
13,6309,3.406,132.647,
14,6834,2.275,129.957,
15,7359,1.334,133.874,
16,7886,0.000,136.458,
17,8410,0.000,130.647,
18,8937,0.596,136.682,
19,9463,3.634,132.284,
20,9987,3.534,129.536,
21,10513,3.890,196.875,
22,11039,0.945,169.891,
23,11565,0.845,88.492,
24,12090,2.957,88.528,
25,12615,1.401,84.329,
26,13139,3.133,83.487,
27,13665,3.867,83.687,
muestra,t,M 5A,DUT 30A,
2,530,1.933,82.608,
3,1055,1.523,88.201,
4,1579,1.889,126.144,
5,2104,1.401,126.195,
6,2631,3.185,129.742,
7,3155,1.267,126.169,
8,3680,0.845,126.601,
9,4205,0.597,130.873,
10,4732,0.943,125.907,
11,5257,1.267,130.006,
12,5782,3.890,126.820,
13,6308,1.267,130.794,
14,6832,0.422,124.761,
15,7358,2.923,129.222,
16,7886,1.035,128.640,
17,8410,0.000,127.939,
18,8936,0.844,134.875,
19,9461,1.035,124.194,
20,9987,0.597,134.638,
21,10512,1.118,183.646,
22,11037,0.732,186.992,
23,11562,0.945,91.068,
24,12087,0.597,87.028,
25,12612,0.422,87.101,
26,13139,0.422,87.980,
27,13663,1.195,81.422,
muestra,t,M 5A,DUT 30A,
2,529,0.000,87.028,
3,1056,0.942,87.904,
4,1582,1.841,131.015,
5,2106,3.802,130.843,
6,2631,1.195,133.203,
7,3157,0.000,132.744,
8,3683,0.000,127.876,
9,4207,0.945,131.089,
10,4737,3.071,128.551,
11,5261,3.432,127.864,
12,5786,0.945,128.590,
13,6313,0.000,129.544,
14,6837,0.000,124.967,
15,7362,1.118,132.211,
16,7888,3.295,127.851,
17,8413,1.035,128.540,
18,8938,2.535,126.525,
19,9463,0.597,129.594,
20,9990,0.422,132.913,
21,10516,0.844,179.314,
22,11042,0.422,195.274,
23,11568,0.000,90.253,
24,12092,0.945,85.351,
25,12616,0.597,85.989,
26,13143,2.192,83.993,
27,13668,0.845,85.389,
muestra,t,M 5A,DUT 30A,
2,530,3.401,85.468,
3,1057,3.213,92.973,
4,1584,0.845,131.700,
5,2108,0.945,128.315,
6,2635,0.000,133.058,
7,3159,3.432,133.179,
8,3684,0.945,130.006,
9,4210,0.422,136.270,
10,4735,0.732,131.797,
11,5261,4.902,131.020,
12,5787,1.193,131.361,
13,6313,3.458,132.672,
14,6837,0.000,129.014,
15,7363,0.422,128.899,
16,7888,0.000,134.714,
17,8414,0.000,132.333,
18,8939,2.570,131.040,
19,9464,1.336,133.540,
20,9989,0.845,134.045,
21,10513,1.981,180.346,
22,11039,2.701,187.882,
23,11566,1.266,91.794,
24,12093,0.422,91.736,
25,12620,1.933,86.991,
26,13144,2.112,84.557,
27,13670,0.000,87.761,
muestra,t,M 5A,DUT 30A,
2,530,2.496,84.336,
3,1057,1.521,88.850,
4,1582,0.597,129.635,
5,2107,0.422,129.618,
6,2634,0.943,131.068,
7,3159,0.597,130.917,
8,3684,0.597,129.445,
9,4211,0.422,133.634,
10,4736,3.379,131.504,
11,5262,1.334,134.495,
12,5787,0.000,135.404,
13,6312,0.845,133.613,
14,6836,0.422,131.064,
15,7363,3.980,130.579,
16,7887,4.203,134.021,
17,8413,0.000,132.986,
18,8941,1.267,136.302,
19,9466,2.195,131.113,
20,9990,1.267,129.089,
21,10516,2.232,187.336,
22,11042,1.195,188.395,
23,11567,1.523,87.653,
24,12092,3.013,87.469,
25,12619,0.422,82.995,
26,13144,2.987,85.238,
27,13669,2.635,85.730,
muestra,t,M 5A,DUT 30A,
2,529,0.845,86.806,
3,1055,0.844,89.925,
4,1580,0.945,125.249,
5,2106,1.334,130.799,
6,2630,2.957,132.211,
7,3156,0.422,129.709,
8,3681,1.035,130.917,
9,4205,0.000,132.405,
10,4731,2.701,133.994,
11,5256,1.792,130.622,
12,5783,0.422,135.285,
13,6309,3.504,133.730,
14,6835,2.463,129.585,
15,7359,3.483,131.919,
16,7885,1.116,133.106,
17,8412,2.983,128.626,
18,8937,3.848,127.511,
19,9462,2.953,130.062,
20,9989,3.375,129.396,
21,10514,0.845,170.326,
22,11040,0.422,198.432,
23,11565,1.267,116.452,
24,12091,0.000,91.198,
25,12617,5.167,85.167,
26,13142,0.422,87.873,
27,13666,0.000,86.510,
muestra,t,M 5A,DUT 30A,
2,531,4.602,86.622,
3,1055,2.535,113.717,
4,1580,3.609,141.187,
5,2107,0.422,143.685,
6,2634,2.314,143.376,
7,3158,0.422,140.777,
8,3685,4.524,141.935,
9,4209,0.000,147.441,
10,4734,3.534,140.182,
11,5259,0.000,146.468,
12,5786,0.943,140.871,
13,6311,2.705,140.845,
14,6836,0.422,143.306,
15,7362,2.570,140.777,
16,7886,0.597,149.818,
17,8412,0.844,141.755,
18,8938,0.845,141.187,
19,9463,0.422,143.841,
20,9988,1.195,143.667,
21,10513,1.267,139.585,
22,11038,1.463,141.323,
23,11562,1.581,140.936,
24,12088,1.334,142.836,
25,12613,0.422,139.240,
26,13141,0.422,135.190,
27,13666,0.943,132.018,
28,14193,3.401,132.672,
29,14718,1.981,134.332,
30,15243,0.943,133.610,
31,15769,0.845,136.467,
32,16293,1.195,132.986,
33,16819,0.597,135.255,
34,17344,0.597,137.615,
35,17870,1.334,132.018,
36,18396,0.422,133.370,
37,18921,1.523,128.565,
38,19447,0.422,131.581,
39,19972,0.945,126.347,
40,20497,0.597,129.064,
41,21022,1.195,129.138,
42,21546,1.523,130.129,
43,22072,3.867,131.629,
44,22597,0.945,126.220,
45,23123,3.605,124.422,
46,23651,0.000,130.013,
47,24177,1.336,144.803,
48,24701,0.945,207.741,
49,25227,0.844,200.551,
50,25753,3.379,203.697,
51,26278,1.195,93.642,
52,26803,0.943,91.374,
53,27329,0.945,89.968,
54,27854,3.375,85.543,
55,28380,0.597,89.209,
56,28905,4.030,86.473,
muestra,t,M 5A,DUT 30A,
2,531,0.422,88.307,
3,1055,2.957,91.174,
4,1582,0.000,136.833,
5,2106,2.738,139.263,
6,2632,0.000,142.386,
7,3158,0.000,142.589,
8,3683,5.156,139.792,
9,4209,0.422,144.707,
10,4737,3.912,145.502,
11,5264,1.266,142.026,
12,5789,0.000,141.096,
13,6314,2.953,143.015,
14,6841,0.000,144.108,
15,7366,0.422,145.467,
16,7891,1.266,145.436,
17,8418,0.000,143.841,
18,8943,0.945,146.062,
19,9468,1.334,141.529,
20,9994,1.742,140.731,
21,10519,2.987,143.623,
22,11044,0.597,146.839,
23,11571,0.422,144.197,
24,12097,0.422,142.858,
25,12622,2.672,137.918,
26,13147,0.597,129.957,
27,13672,3.017,127.637,
28,14196,5.310,133.083,
29,14722,0.422,128.127,
30,15248,0.422,127.562,
31,15775,1.118,129.337,
32,16302,0.844,127.349,
33,16826,0.945,126.373,
34,17351,0.422,127.738,
35,17876,0.943,135.231,
36,18402,0.597,132.623,
37,18927,4.074,132.357,
38,19453,1.688,137.998,
39,19978,0.597,134.092,
40,20504,3.427,134.638,
41,21030,0.597,135.279,
42,21556,0.000,130.917,
43,22080,0.845,134.547,
44,22605,0.732,134.785,
45,23131,1.521,136.622,
46,23656,1.690,136.019,
47,24181,3.046,187.592,
48,24708,5.676,204.349,
49,25232,3.917,198.328,
50,25759,1.267,152.411,
51,26287,1.032,91.328,
52,26812,1.035,91.103,
53,27336,0.845,89.861,
54,27862,4.025,90.458,
55,28387,2.154,85.502,
muestra,t,M 5A,DUT 30A,
2,531,2.192,87.578,
3,1055,2.112,93.573,
4,1581,0.000,141.370,
5,2107,1.267,140.731,
6,2631,1.195,141.164,
7,3157,0.597,141.687,
8,3682,3.825,141.505,
9,4208,3.401,142.723,
10,4734,0.844,141.166,
11,5260,1.336,144.292,
12,5784,0.422,143.824,
13,6310,0.844,142.341,
14,6837,3.797,141.302,
